paper_id,title,abstract,date_published,url
1274,Combined D 0 measurements constraining the CP-violating phase and width difference in the B 0 s system,"V. M. Abazov, B. Abbott, M. Abolins, B. S. Acharya, M. Adams, T. Adams, E. Aguilo, S. H. Ahn, M. Ahsan, G. D. Alexeev, G. Alkhazov, A. Alton,* G. Alverson, G. A. Alves, M. Anastasoaie, L. S. Ancu, T. Andeen, S. Anderson, B. Andrieu, M. S. Anzelc, Y. Arnoud, M. Arov, A. Askew, B. Åsman, A. C. S. Assis Jesus, O. Atramentov, C. Autermann, C. Avila, C. Ay, F. Badaud, A. Baden, L. Bagby, B. Baldin, D. V. Bandurin, P. Banerjee, S. Banerjee, E. Barberis, A.-F. Barfuss, P. Bargassa, P. Baringer, C. Barnes, J. Barreto, J. F. Bartlett, U. Bassler, D. Bauer, S. Beale, A. Bean, M. Begalli, M. Begel, C. Belanger-Champagne, L. Bellantoni, A. Bellavance, J. A. Benitez, S. B. Beri, G. Bernardi, R. Bernhard, L. Berntzon, I. Bertram, M. Besançon, R. Beuselinck, V. A. Bezzubov, P. C. Bhat, V. Bhatnagar, M. Binder, C. Biscarat, I. Blackler, G. Blazey, F. Blekman, S. Blessing, D. Bloch, K. Bloom, A. Boehnlein, D. Boline, T. A. Bolton, G. Borissov, K. Bos, T. Bose, A. Brandt, R. Brock, G. Brooijmans, A. Bross, D. Brown, N. J. Buchanan, D. Buchholz, M. Buehler, V. Buescher, S. Burdin, S. Burke, T. H. Burnett, E. Busato, C. P. Buszello, J. M. Butler, P. Calfayan, S. Calvet, J. Cammin, S. Caron, W. Carvalho, B. C. K. Casey, N. M. Cason, H. Castilla-Valdez, S. Chakrabarti, D. Chakraborty, K. Chan, K. M. Chan, A. Chandra, F. Charles, E. Cheu, F. Chevallier, D. K. Cho, S. Choi, B. Choudhary, L. Christofek, T. Christoudias, D. Claes, B. Clément, C. Clément, Y. Coadou, M. Cooke, W. E. Cooper, M. Corcoran, F. Couderc, M.-C. Cousinou, B. Cox, S. Crépé-Renaudin, D. Cutts, M. Ćwiok, H. da Motta, A. Das, B. Davies, G. Davies, K. De, P. de Jong, S. J. de Jong, E. De La Cruz-Burelo, C. De Oliveira Martins, J. D. Degenhardt, F. Déliot, M. Demarteau, R. Demina, D. Denisov, S. P. Denisov, S. Desai, H. T. Diehl, M. Diesburg, M. Doidge, A. Dominguez, H. Dong, L. V. Dudko, L. Duflot, S. R. Dugad, D. Duggan, A. Duperrin, J. Dyer, A. Dyshkant, M. Eads, D. Edmunds, J. Ellison, V. D. Elvira, Y. Enari, S. Eno, P. Ermolov, H. Evans, A. Evdokimov, V. N. Evdokimov, A. V. Ferapontov, T. Ferbel, F. Fiedler, F. Filthaut, W. Fisher, H. E. Fisk, M. Ford, M. Fortner, H. Fox, S. Fu, S. Fuess, T. Gadfort, C. F. Galea, E. Gallas, E. Galyaev, C. Garcia, A. Garcia-Bellido, V. Gavrilov, P. Gay, W. Geist, D. Gelé, C. E. Gerber, Y. Gershtein, D. Gillberg, G. Ginther, N. Gollub, B. Gómez, A. Goussiou, P. D. Grannis, H. Greenlee, Z. D. Greenwood, E. M. Gregores, G. Grenier, Ph. Gris, J.-F. Grivaz, A. Grohsjean, S. Grünendahl, M. W. Grünewald, F. Guo, J. Guo, G. Gutierrez, P. Gutierrez, A. Haas, N. J. Hadley, P. Haefner, S. Hagopian, J. Haley, I. Hall, R. E. Hall, L. Han, K. Hanagaki, P. Hansson, K. Harder, A. Harel, R. Harrington, J. M. Hauptman, R. Hauser, J. Hays, T. Hebbeker, D. Hedin, J. G. Hegeman, J. M. Heinmiller, A. P. Heinson, U. Heintz, C. Hensel, K. Herner, G. Hesketh, M. D. Hildreth, R. Hirosky, J. D. Hobbs, B. Hoeneisen, H. Hoeth, M. Hohlfeld, S. J. Hong, R. Hooper, P. Houben, Y. Hu, Z. Hubacek, V. Hynek, I. Iashvili, R. Illingworth, A. S. Ito, S. Jabeen, M. Jaffré, S. Jain, K. Jakobs, C. Jarvis, A. Jenkins, R. Jesik, K. Johns, C. Johnson, M. Johnson, A. Jonckheere, P. Jonsson, A. Juste, D. Käfer, S. Kahn, E. Kajfasz, A. M. Kalinin, J. M. Kalk, J. R. Kalk, S. Kappler, D. Karmanov, J. Kasper, P. Kasper, I. Katsanos, D. Kau, R. Kaur, R. Kehoe, S. Kermiche, N. Khalatyan, A. Khanov, A. Kharchilava, Y. M. Kharzheev, D. Khatidze, H. Kim, T. J. Kim, M. H. Kirby, B. Klima, J. M. Kohli, J.-P. Konrath, M. Kopal, V. M. Korablev, J. Kotcher, B. Kothari, A. Koubarovsky, A. V. Kozelov, D. Krop, A. Kryemadhi, T. Kuhl, A. Kumar, S. Kunori, A. Kupco, T. Kurča, J. Kvita, D. Lam, S. Lammers, G. Landsberg, J. Lazoflores, P. Lebrun, W. M. Lee, A. Leflat, F. Lehner, V. Lesne, J. Leveque, P. Lewis, J. Li, L. Li, Q. Z. Li, S. M. Lietti, J. G. R. Lima, D. Lincoln, J. Linnemann, V. V. Lipaev, R. Lipton, Z. Liu, L. Lobo, A. Lobodenko, M. Lokajicek, A. Lounis, P. Love, H. J. Lubatti, M. Lynker, A. L. Lyon, A. K. A. Maciel, R. J. Madaras, P. Mättig, C. Magass, A. Magerkurth, N. Makovec, P. K. Mal, H. B. Malbouisson, S. Malik, V. L. Malyshev, H. S. Mao, Y. Maravin, B. Martin, R. McCarthy, A. Melnitchouk, A. Mendes, L. Mendoza, P. G. Mercadante, M. Merkin, K. W. Merritt, A. Meyer, J. Meyer, M. Michaut, H. Miettinen, T. Millet, J. Mitrevski, J. Molina, R. K. Mommsen, N. K. Mondal, J. Monk, R. W. Moore, T. Moulik, G. S. Muanza, M. Mulders, M. Mulhearn, O. Mundal, L. Mundim, E. Nagy, M. Naimuddin, M. Narain, N. A. Naumann, H. A. Neal, J. P. Negret, P. Neustroev, H. Nilsen, C. Noeding, A. Nomerotski, S. F. Novaes, T. Nunnemann, V. O’Dell, D. C. O’Neil, G. Obrant, C. Ochando, V. Oguri, N. Oliveira, D. Onoprienko, N. Oshima, J. Osta, R. Otec, G. J. Otero y Garzón, M. Owen, P. Padley, M. Pangilinan, N. Parashar, S.-J. Park, S. K. Park, J. Parsons, R. Partridge, N. Parua, PHYSICAL REVIEW D 76, 057101 (2007)",,https://www.semanticscholar.org/paper/412895c738c9ba2da39829c490daf9e2eed45436,
1909,Modelling and analysis of semiconductor supply chains,"Supply chain management (SCM) problems have existed in the semiconductor industry since the early days of the industry, but have become increasingly important in the last decade (Chien et al. 2011)...",2018-04-25,https://www.semanticscholar.org/paper/76a0d6d93823d2bf003e056c11e7c34c004aeab5,International Journal of Production Research
402,Software synthesis of variable-length code decoder using a mixture of programmed logic and table lookups,"Implementation of variable-length code (VLC) decoders can involve a tradeoff between the number of decoding steps and memory usage. In this paper, we proposed a novel scheme for optimizing this tradeoff using a machine model abstracted from general purpose processors with hierarchical memories. We formulate the VLC decode problem as an optimization problem where the objective is to minimize the average decoding time. After showing that the problem is NP-complete, we present a Lagrangian algorithm that finds an approximate solution with bounded error. An implementation is automatically synthesized by a code generator. To demonstrate the efficacy of our approach, we conducted experiments of decoding codebooks for a pruned tree-structured vector quantizer and H.263 motion vector that show a performance gain of our proposed algorithm over single table lookup implementation and logic implementation.",1999-03-29,https://www.semanticscholar.org/paper/174ec7f0600c03b9169af7ae89f00cc268b60569,Proceedings DCC'99 Data Compression Conference (Cat. No. PR00096)
1467,Calibration systems for the CDF central electromagnetic calorimeter,,1988-05-01,https://www.semanticscholar.org/paper/baf5704c3e546bde5ad4b3fa7bc22c73705a15a5,
1471,"Comparison of π±, K± and p, p production in the central rapidity region in hadron-hadron collisions and in e+e− annihilation",,1987-01-22,https://www.semanticscholar.org/paper/2dcbee5d36aa9fc93f62a3627229426a64c2492f,
2362,Impaired microbial killing in two patients with defective degranulation of myeloperoxidase.,,,https://www.semanticscholar.org/paper/838554c47c99673ee9f4eb69d6009de1a1bf0646,Acta paediatrica Hungarica
2605,Directions and frameworks for effective telepresence,"1. PANEL INTRODUCTION Following the great standards set by the panels in the workshops held in the last two years [1,2], we have this year again a distinguished panel to discuss and debate the directions and frameworks for telepresence. Some of the questions brought up in the last two years continue to be on the top of our minds: Why is telepresence not as common as we think it can be today? How much technology is too much in a telepresence system? Is there too much emphasis on creating an immersive telepresence system? Which are the suitable paradigms for telepresence? How much are they dependent on the task and application? Which are the most effective telepresence systems we have today? How do we make telepresence more effective? How do we shift the focus from transmitting multi-modal data to creating effective means of experiencing remote environments and events?",2004-10-15,https://www.semanticscholar.org/paper/aa236d618197d8bc15ccdf47379bb44875a094c0,ACM SIGMM workshop on Experiential Telepresence
1754,How They Vote: Issue-Adjusted Models of Legislative Behavior,"We develop a probabilistic model of legislative data that uses the text of the bills to uncover lawmakers' positions on specific political issues. Our model can be used to explore how a lawmaker's voting patterns deviate from what is expected and how that deviation depends on what is being voted on. We derive approximate posterior inference algorithms based on variational methods. Across 12 years of legislative data, we demonstrate both improvement in heldout predictive performance and the model's utility in interpreting an inherently multi-dimensional space.",2012-12-03,https://www.semanticscholar.org/paper/9805ddd8b0a92764b6df18b0408e8ef78d505e15,Neural Information Processing Systems
3114,WebPod: persistent Web browsing sessions with pocketable storage devices,"We present WebPod, a portable system that enables mobile users to use the same persistent, personalized web browsing session on any Internet-enabled device. No matter what computer is being used, WebPod provides a consistent browsing session, maintaining all of a user's plugins, bookmarks, browser web content, open browser windows, and browser configuration options and preferences. This is achieved by leveraging rapid improvements in capacity, cost, and size of portable storage devices. WebPod provides a virtualization and checkpoint/restart mechanism that decouples the browsing environment from the host, enabling web browsing sessions to be suspended to portable storage, carried around, and resumed from the storage device on another computer. WebPod virtualization also isolates web browsing sessions from the host, protecting the browsing privacy of the user and preventing malicious web content from damaging the host. We have implemented a Linux WebPod prototype and demonstrate its ability to quickly suspend and resume web browsing sessions, enabling a seamless web browsing experience for mobile users as they move among computers.",2005-05-10,https://www.semanticscholar.org/paper/f522222a16bddbe7a9ec0029f93e589e89712597,The Web Conference
823,On Datalog vs. Polynomial Time,"We show that certain monotonic polynomial time queries are not expressible in variants of Datalog. The proof techniques include lower bounds for monotone circuit size and a ""Pumping Lemma"" for Datalog queries.",1995-10-01,https://www.semanticscholar.org/paper/1a089b08363fdc66b90a71d63395ebb4bacd6da6,Journal of computer and system sciences (Print)
913,The Complexity of the Partial Order Dimension Problem,"The dimension of a partial order P is the minimum number of linear orders whose intersection is P. There are efficient algorithms to test if a partial order has dimension 1 or 2. We prove that it is NP-complete to determine if a partial order has dimension 3. As a consequence, several other related dimension-type problems are shown to be NP-complete.",1982-09-01,https://www.semanticscholar.org/paper/4fc2697014fefd77645f2a3575f4a6c0bdbd7b92,
2599,Collaborative mixed reality visualization of an archaeological excavation,"We present VITA (visual interaction tool for archaeology), an experimental collaborative mixed reality system for offsite visualization of an archaeological dig. Our system allows multiple users to visualize the dig site in a mixed reality environment in which tracked, see-through, head-worn displays are combined with a multi-user, multi-touch, projected table surface, a large screen display, and tracked hand-held displays. We focus on augmenting existing archaeological analysis methods with new ways to organize, visualize, and combine the standard 2D information available from an excavation (drawings, pictures, and notes) with textured, laser range-scanned 3D models of objects and the site itself. Users can combine speech, touch, and 3D hand gestures to interact multimodally with the environment. Preliminary user tests were conducted with archaeology researchers and students, and their feedback is presented here.",2004-11-02,https://www.semanticscholar.org/paper/4835ffa05831617be3e0c36d306b0e0fc339f703,Third IEEE and ACM International Symposium on Mixed and Augmented Reality
3103,MOVE: An End-to-End Solution to Network Denial of Service,"We present a solution to the denial of service (DoS) problem that does not rely on network infrastructure support, conforming to the end-to-end (e2e) design principle. Our approach is to combine an overlay network, which allows us to treat authorized traffic preferentially, with a lightweight process-migration environment that allows us to move services easily between different parts of a distributed system. Functionality residing on a part of the system that is subjected to a DoS attack migrates to an unaffected location. The overlay network ensures that traffic from legitimate users, who are authenticated before they are allowed to access the service, is routed to the new location. We demonstrate the feasibility and effectiveness of our approach by measuring the performance of an experimental prototype against a series of attacks using PlanetLab, a distributed experimental testbed. Our preliminary results show that the end-toend latency remains at acceptable levels during regular operation, increasing only by a factor of 2 to 3, even for large overlays. When a process migrates due to a DoS attack, the disruption of service for the end user is in the order of a few seconds, depending on the network proximity of the servers involved in the migration.",,https://www.semanticscholar.org/paper/104c67cd413008b4370d4cca320db096dc426339,Network and Distributed System Security Symposium
1613,Correlated RandomMeasures Rajesh Ranganatha,,,https://www.semanticscholar.org/paper/ee9c54cee156bc1a71a7c2e118b3f7b7703231d5,
3112,Reducing Downtime Due to System Maintenance and Upgrades (Awarded Best Student Paper!),"Patching, upgrading, and maintaining operating system software is a growing management complexity problem that can result in unacceptable system downtime. We introduce AutoPod, a system that enables unscheduled operating system updates while preserving application service availability. AutoPod provides a group of processes and associated users with an isolated machine-independent virtualized environment that is decoupled from the underlying operating system instance. This virtualized environment is integrated with a novel checkpoint-restart mechanism which allows processes to be suspended, resumed, and migrated across operating system kernel versions with different security and maintenance patches. 
 
AutoPod incorporates a system status service to determine when operating system patches need to be applied to the current host, then automatically migrates application services to another host to preserve their availability while the current host is updated and rebooted. We have implemented AutoPod on Linux without requiring any application or operating system kernel changes. Our measurements on real world desktop and server applications demonstrate that AutoPod imposes little overhead and provides sub-second suspend and resume times that can be an order of magnitude faster than starting applications after a system reboot. AutoPod enables systems to autonomically stay updated with relevant maintenance and security patches, while ensuring no loss of data and minimizing service disruption.",2005-12-04,https://www.semanticscholar.org/paper/d4101710a4aa68e904d056147806d4a745867eec,LiSA
